,Unnamed: 0.1,Unnamed: 0,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Switch ID_of:0000000000000002,Switch ID_of:0000000000000003,Switch ID_of:0000000000000004,Switch ID_of:0000000000000005,Switch ID_of:0000000000000006,Switch ID_of:0000000000000007,Switch ID_of:0000000000000008,Switch ID_of:0000000000000009,Switch ID_of:000000000000000a,Switch ID_of:000000000000000b,Switch ID_of:000000000000000c,Port Number_Port#:2,Port Number_Port#:3,Port Number_Port#:4
1669,1669,1669,141,18814,18394,131,156,0,0,0,0,4,556,556,4,5,0,0,0,0,3,250447,6548644,250447,6548644,250447,True,0,7,5752,5648,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1670,1670,1670,141,18918,12879649,5135,156,0,0,0,0,4,560,2505987,263,5,0,0,0,0,4,0,0,0,0,0,True,0,7,5752,5648,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1671,1671,1671,2876,12745271,6467693,2940,166,0,0,0,0,102,5508,6068,106,5,0,0,0,0,1,502,6439752,502,6439752,502,True,0,6,7516,7418,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1672,1672,1672,637,6335345,25241607,962,166,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,7516,7418,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1673,1673,1673,3749,31688918,12642193,720,166,0,0,0,0,106,6064,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,7516,7418,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1674,1674,1674,150,19774,6475473,3054,166,0,0,0,0,4,556,6068,106,5,0,0,0,0,4,502,6439888,502,6439888,502,True,0,6,7516,7418,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1675,1675,1675,5405,12883317,12901935,5536,166,0,0,0,0,198,10692,11252,202,5,0,0,0,0,1,972,6569758,972,6569758,972,True,0,8,11201,11107,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1676,1676,1676,12,996,19974,151,166,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,8,11201,11107,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1677,1677,1677,147,19454,12901659,5530,166,0,0,0,0,4,556,11252,202,5,0,0,0,0,3,0,0,0,0,0,True,0,8,11201,11107,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1678,1678,1678,5536,12901777,19884,150,166,0,0,0,0,202,11248,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,8,11201,11107,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1679,1679,1679,14,1172,19974,151,166,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,306,246,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1680,1680,1680,150,19884,19884,150,166,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,306,246,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1681,1681,1681,12,996,19586,149,166,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,2156,2064,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1682,1682,1682,868,18934177,18952090,994,166,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,2156,2064,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1683,1683,1683,351,33657,12633155,591,166,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,2156,2064,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1684,1684,1684,792,18938117,19496,148,166,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,2156,2064,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1685,1685,1685,3027,12764840,19118,139,166,0,0,0,0,100,5740,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,3899,3788,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1686,1686,1686,148,19496,18938117,792,166,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,3899,3788,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1687,1687,1687,601,12633882,6461041,2851,166,0,0,0,0,4,556,5740,100,5,0,0,0,0,3,469,129870,469,129870,469,True,0,5,3899,3788,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1688,1688,1688,2544,139276,6454218,2749,166,0,0,0,0,137,8186,2632158,171,5,0,0,0,0,1,263111,6433572,263111,6433572,263111,True,0,8,7251,7157,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,1689,1689,475,12615682,6338162,541,166,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,8,7251,7157,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1690,1690,1690,946,25240583,50002,589,166,0,0,0,0,75,2626974,3558,45,5,0,0,0,0,3,0,0,0,0,0,True,0,8,7251,7157,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1691,1691,1691,3176,6483589,18930008,671,166,0,0,0,0,100,5740,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,8,7251,7157,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1692,1692,1692,918,25229099,12657162,942,166,0,0,0,0,68,2495148,3426,43,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2090,2026,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,1693,1693,589,50002,25240583,946,166,0,0,0,0,43,3426,2495704,72,5,0,0,0,0,2,630370,6303702,630370,6303702,630370,True,0,6,2090,2026,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1694,1694,1694,144,19328,19396,141,166,0,0,0,0,4,556,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,5,4290,4186,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1695,1695,1695,1067,25248530,6469390,2972,166,0,0,0,0,4,556,5740,100,4,0,0,0,0,2,518,129870,518,129870,518,True,0,5,4290,4186,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1696,1696,1696,2961,6468734,25248640,1065,166,0,0,0,0,100,5740,556,4,4,0,0,0,0,3,0,0,0,0,0,True,0,5,4290,4186,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1697,1697,1697,148,19496,12634428,614,166,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,7440,7331,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1698,1698,1698,1065,25248640,6468788,2962,166,0,0,0,0,4,556,5740,100,5,0,0,0,0,2,469,129870,469,129870,469,True,0,6,7440,7331,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1699,1699,1699,5532,12901767,19454,147,166,0,0,0,0,202,11252,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,7440,7331,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1700,1700,1700,671,18930008,6483589,3176,166,0,0,0,0,4,556,5740,100,5,0,0,0,0,1,469,129870,469,129870,469,True,0,5,4538,4433,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1701,1701,1701,546,6338296,19496,148,166,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,4538,4433,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1702,1702,1702,367,34519,19496,148,166,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,5,4538,4433,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1703,1703,1703,2851,6461041,12633882,601,166,0,0,0,0,100,5740,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,3962,3860,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1704,1704,1704,148,19496,34519,367,166,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,3962,3860,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1705,1705,1705,614,12634428,19496,148,166,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,3962,3860,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1706,1706,1706,2850,6460987,34797,369,166,0,0,0,0,100,5740,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,6179,6075,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1707,1707,1707,150,19774,19228,137,166,0,0,0,0,4,556,556,4,5,0,0,0,0,3,972,6569758,972,6569758,972,True,0,6,6179,6075,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1708,1708,1708,150,19884,12901777,5536,166,0,0,0,0,4,560,11248,202,5,0,0,0,0,4,0,0,0,0,0,True,0,6,6179,6075,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1709,1709,1709,3069,12755693,6478997,3140,176,0,0,0,0,98,5292,5572,100,5,0,0,0,0,1,529,6450282,529,6450282,529,True,0,6,7926,7828,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1710,1710,1710,637,6335345,25242489,969,176,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,7926,7828,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1711,1711,1711,3948,31700174,12643075,727,176,0,0,0,0,100,5570,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,7926,7828,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1712,1712,1712,157,20650,6486777,3254,176,0,0,0,0,2,278,5572,100,5,0,0,0,0,4,529,6450418,529,6450418,529,True,0,6,7926,7828,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1713,1713,1713,5784,12903783,12923283,5922,176,0,0,0,0,191,10314,10594,193,5,0,0,0,0,1,1031,6590440,1031,6590440,1031,True,0,10,12275,12181,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1714,1714,1714,12,996,20856,158,176,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,10,12275,12181,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1715,1715,1715,267,28061,19226392,6089,176,0,0,0,0,44,3327,2636993,264,5,0,0,0,0,3,0,0,0,0,0,True,0,10,12275,12181,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1716,1716,1716,5922,12923119,20766,157,176,0,0,0,0,193,10592,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,10,12275,12181,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1717,1717,1717,189,6304641,28545,270,176,0,0,0,0,71,2626399,3329,44,5,0,0,0,0,1,0,0,0,0,0,True,0,6,607,547,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1718,1718,1718,270,28497,6324193,331,176,0,0,0,0,44,3329,2626679,73,5,0,0,0,0,2,315147,6303353,315147,6303353,315147,True,0,6,607,547,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1719,1719,1719,12,996,20462,156,176,0,0,0,0,0,0,278,2,4,0,0,0,0,1,0,0,0,0,0,True,0,6,2464,2372,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1720,1720,1720,981,18941908,25256393,1175,176,0,0,0,0,42,3049,2626677,73,4,0,0,0,0,2,0,0,0,0,0,True,0,6,2464,2372,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1721,1721,1721,358,34533,12633989,597,176,0,0,0,0,2,278,278,2,4,0,0,0,0,3,0,0,0,0,0,True,0,6,2464,2372,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1722,1722,1722,973,25242420,28103,268,176,0,0,0,0,73,2626677,3327,44,4,0,0,0,0,4,337,7615,337,7615,337,True,0,6,2464,2372,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1723,1723,1723,3220,12775772,19994,146,176,0,0,0,0,96,5354,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,7,4400,4289,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1724,1724,1724,268,28103,25242420,973,176,0,0,0,0,43,3261,2495407,70,5,0,0,0,0,2,0,0,0,0,0,True,0,7,4400,4289,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1725,1725,1725,781,18938143,6479746,3158,176,0,0,0,0,70,2495407,8337,137,5,0,0,0,0,3,840,147637,840,147637,840,True,0,7,4400,4289,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1726,1726,1726,2730,149320,6465138,2942,176,0,0,0,0,93,5022,5300,95,5,0,0,0,0,1,502,6443724,502,6443724,502,True,0,8,7646,7552,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,1727,1727,475,12615682,6339038,548,176,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,8,7646,7552,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1728,1728,1728,952,25241417,50878,596,176,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,8,7646,7552,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1729,1729,1729,3368,6494467,18930884,678,176,0,0,0,0,95,5300,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,8,7646,7552,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1730,1730,1730,918,25229099,12658038,949,176,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2103,2039,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,1731,1731,596,50878,25241417,952,176,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,6303702,0,6303702,0,True,0,6,2103,2039,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1732,1732,1732,150,20162,20272,148,176,0,0,0,0,2,278,278,2,4,0,0,0,0,1,0,0,0,0,0,True,0,5,4504,4400,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1733,1733,1733,1074,25249406,6480364,3166,176,0,0,0,0,2,278,5354,96,4,0,0,0,0,2,502,140022,502,140022,502,True,0,5,4504,4400,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1734,1734,1734,3155,6479708,25249474,1071,176,0,0,0,0,96,5354,278,2,4,0,0,0,0,3,0,0,0,0,0,True,0,5,4504,4400,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1735,1735,1735,268,28103,18938731,795,176,0,0,0,0,43,3261,2495407,70,5,0,0,0,0,1,0,0,0,0,0,True,0,8,8136,8027,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1736,1736,1736,1071,25249474,6479708,3155,176,0,0,0,0,2,278,5300,95,5,0,0,0,0,2,502,140022,502,140022,502,True,0,8,8136,8027,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1737,1737,1737,6091,19226500,28061,267,176,0,0,0,0,261,2505723,3261,43,5,0,0,0,0,3,337,7615,337,7615,337,True,0,8,8136,8027,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1738,1738,1738,678,18930884,6494521,3369,176,0,0,0,0,2,278,5354,96,4,0,0,0,0,1,502,140022,502,140022,502,True,0,5,4754,4649,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1739,1739,1739,553,6339172,20372,155,176,0,0,0,0,2,278,278,2,4,0,0,0,0,2,0,0,0,0,0,True,0,5,4754,4649,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1740,1740,1740,374,35395,20372,155,176,0,0,0,0,2,278,278,2,4,0,0,0,0,4,0,0,0,0,0,True,0,5,4754,4649,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1741,1741,1741,3157,6479692,18938143,781,176,0,0,0,0,136,8283,2495407,70,5,0,0,0,0,1,0,0,0,0,0,True,0,7,4465,4363,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1742,1742,1742,155,20372,35395,374,176,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,7,4465,4363,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1743,1743,1743,795,18938731,28103,268,176,0,0,0,0,70,2495407,3261,43,5,0,0,0,0,3,337,7615,337,7615,337,True,0,7,4465,4363,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1744,1744,1744,3043,6471907,35673,376,176,0,0,0,0,95,5300,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,6590,6486,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1745,1745,1745,157,20650,20062,143,176,0,0,0,0,2,278,278,2,5,0,0,0,0,3,1031,6590440,1031,6590440,1031,True,0,6,6590,6486,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1746,1746,1746,157,20766,12923119,5922,176,0,0,0,0,2,280,10592,193,5,0,0,0,0,4,0,0,0,0,0,True,0,6,6590,6486,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1747,1747,1747,12,1016,12889,93,96,0,0,0,0,0,0,280,2,4,0,0,0,0,1,0,0,0,0,0,True,0,4,281,186,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1748,1748,1748,11,926,12889,93,96,0,0,0,0,0,0,280,2,4,0,0,0,0,2,0,0,0,0,0,True,0,4,281,186,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1749,1749,1749,90,12603,12667,90,96,0,0,0,0,2,278,280,2,4,0,0,0,0,3,0,0,0,0,0,True,0,4,281,186,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1750,1750,1750,91,12645,12709,91,96,0,0,0,0,2,278,280,2,4,0,0,0,0,4,0,0,0,0,0,True,0,4,281,186,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1751,1751,1751,11,926,12889,93,96,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1580,1485,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1752,1752,1752,11,926,12799,92,96,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1580,1485,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1753,1753,1753,746,47991,47929,743,96,0,0,0,0,97,5408,5410,97,5,0,0,0,0,3,0,0,0,0,0,True,0,6,1580,1485,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1754,1754,1754,91,12645,12709,91,96,0,0,0,0,2,278,280,2,5,0,0,0,0,5,518,34884,518,34884,518,True,0,6,1580,1485,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1755,1755,1755,666,36272,47823,744,96,0,0,0,0,95,5130,5410,97,4,0,0,0,0,1,518,34884,518,34884,518,True,0,6,1486,1423,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1756,1756,1756,746,48055,47733,743,96,0,0,0,0,97,5410,5410,97,4,0,0,0,0,2,518,34884,518,34884,518,True,0,6,1486,1423,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1757,1757,1757,11,926,12589,92,96,0,0,0,0,0,0,278,2,4,0,0,0,0,1,0,0,0,0,0,True,0,8,3540,3452,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1758,1758,1758,1605,90170,12693297,1809,96,0,0,0,0,282,16603,6181227,344,4,0,0,0,0,2,605019,12416515,605019,12416515,605019,True,0,8,3540,3452,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1759,1759,1759,1156,12658181,66181,1026,96,0,0,0,0,249,6176097,11751,189,4,0,0,0,0,3,0,0,0,0,0,True,0,8,3540,3452,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1760,1760,1760,745,47949,47755,745,96,0,0,0,0,97,5408,5408,97,5,0,0,0,0,4,518,34884,518,34884,518,True,0,8,3540,3452,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1761,1761,1761,90,12603,12645,91,96,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1648,1542,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1762,1762,1762,744,47701,47895,744,96,0,0,0,0,97,5408,5408,97,5,0,0,0,0,2,518,34884,518,34884,518,True,0,6,1648,1542,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1763,1763,1763,742,47811,47937,745,96,0,0,0,0,97,5408,5408,97,5,0,0,0,0,3,518,34884,518,34884,518,True,0,6,1648,1542,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1764,1764,1764,12,1012,12735,92,96,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,283,196,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,1765,1765,12,1012,12735,92,96,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,283,196,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1766,1766,1766,90,12603,12687,92,96,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,283,196,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1767,1767,1767,90,12603,12645,91,96,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,4,283,196,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1768,1768,1768,1078,12646590,66675,1032,96,0,0,0,0,248,6175873,11805,190,5,0,0,0,0,1,1147,52163,1147,52163,1147,True,0,6,2143,2085,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,1769,1769,92,12687,12603,90,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,2143,2085,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1770,1770,1770,90,12603,12603,90,96,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,353,248,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1771,1771,1771,91,12645,12645,91,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,353,248,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1772,1772,1772,90,12603,12603,90,96,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,353,248,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1773,1773,1773,745,47937,47895,744,96,0,0,0,0,97,5408,5408,97,5,0,0,0,0,1,518,34884,518,34884,518,True,0,6,1651,1557,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1774,1774,1774,90,12603,12603,90,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1651,1557,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1775,1775,1775,742,47875,47937,745,96,0,0,0,0,97,5410,5408,97,5,0,0,0,0,3,518,34884,518,34884,518,True,0,6,1651,1557,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1776,1776,1776,91,12645,12603,90,96,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,358,259,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1777,1777,1777,90,12409,12645,91,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,358,259,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1778,1778,1778,91,12645,12645,91,96,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,358,259,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1779,1779,1779,746,47991,47865,743,96,0,0,0,0,97,5408,5408,97,5,0,0,0,0,1,518,34884,518,34884,518,True,0,6,1652,1549,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1780,1780,1780,91,12645,12645,91,96,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1652,1549,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1781,1781,1781,745,47949,47991,746,96,0,0,0,0,97,5408,5408,97,5,0,0,0,0,3,518,34884,518,34884,518,True,0,6,1652,1549,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1782,1782,1782,91,12645,12645,91,96,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,355,264,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1783,1783,1783,91,12645,12561,89,96,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,355,264,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1784,1784,1784,91,12709,12645,91,96,0,0,0,0,2,280,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,4,355,264,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1785,1785,1785,175,6303420,20803,204,106,0,0,0,0,161,6302288,7312,106,5,0,0,0,0,1,575,5754,575,5754,575,True,0,6,543,448,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1786,1786,1786,11,926,14051,102,106,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,543,448,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1787,1787,1787,201,20509,6316191,261,106,0,0,0,0,106,7308,6302922,166,5,0,0,0,0,3,564593,5645938,564593,5645938,564593,True,0,6,543,448,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1788,1788,1788,100,13799,13871,100,106,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,543,448,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1789,1789,1789,11,926,14051,102,106,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1979,1884,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1790,1790,1790,11,926,13961,101,106,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1979,1884,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1791,1791,1791,946,59447,59351,942,106,0,0,0,0,103,5890,5894,103,5,0,0,0,0,3,0,0,0,0,0,True,0,6,1979,1884,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1792,1792,1792,100,13799,13871,100,106,0,0,0,0,4,556,560,4,5,0,0,0,0,5,475,44874,475,44874,475,True,0,6,1979,1884,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1793,1793,1793,857,46574,59287,944,106,0,0,0,0,99,5334,5894,103,5,0,0,0,0,1,502,44874,502,44874,502,True,0,6,1876,1813,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1794,1794,1794,946,59519,59197,943,106,0,0,0,0,103,5894,5894,103,5,0,0,0,0,2,502,44874,502,44874,502,True,0,6,1876,1813,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1795,1795,1795,11,926,13743,101,106,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,8,4354,4266,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1796,1796,1796,1992,111056,12715337,2205,106,0,0,0,0,199,10734,11290,203,5,0,0,0,0,2,1020,12700358,1020,12700358,1020,True,0,8,4354,4266,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
