,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Active Flow Entries,Switch ID_of:0000000000000002,Switch ID_of:0000000000000003,Switch ID_of:0000000000000004,Switch ID_of:0000000000000005,Switch ID_of:0000000000000006,Switch ID_of:0000000000000007,Switch ID_of:0000000000000008,Switch ID_of:0000000000000009,Switch ID_of:000000000000000a,Switch ID_of:000000000000000b,Switch ID_of:000000000000000c,Port Number_Port#:2,Port Number_Port#:3,Port Number_Port#:4
649,138,18138,6321317,309,146,4,556,560,4,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1
650,346,23903,18928844,664,146,0,0,630,5,5,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0
651,2496,139791,19044861,2815,146,138,8233,2632159,171,5,2,368158,10095842,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0
652,137,18096,163850,2717,146,5,626,5744,100,5,3,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0
653,2988,25348040,18236,138,146,100,5740,560,4,5,5,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1
654,366,12608249,33506,360,146,71,2626415,3609,46,5,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
655,361,33500,12625319,489,146,46,3609,2626975,75,5,2,262641,6303303,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
656,473,12615548,6336635,531,146,0,0,556,4,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
657,2693,19027724,157741,2632,146,95,5130,5686,99,5,2,469,115668,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
658,132,17854,17844,131,146,4,556,556,4,5,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
659,2742,165146,12741319,2642,146,99,5686,5686,99,5,4,469,115668,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
660,306,6321288,17770,130,146,4,556,556,4,5,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
661,2642,12741319,165146,2742,146,100,5740,5740,100,5,2,507,115668,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0
662,2727,164290,19044679,2815,146,100,5740,5740,100,5,3,507,6418954,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0
663,187,6304485,25851,250,146,0,0,556,4,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,300,6312220,6329013,420,146,0,0,556,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
665,305,6321246,24949,235,146,4,556,626,5,5,3,0,7021,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
666,622,6343147,12632723,599,146,4,556,556,4,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
667,187,6304488,25323,242,146,0,0,556,4,5,1,0,7021,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
668,235,24949,6321246,305,146,5,626,556,4,5,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0
669,133,17928,17770,130,146,4,556,556,4,4,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
670,945,25239432,6343725,635,146,4,556,556,4,4,2,702,7021,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0
671,627,6343357,25239222,940,146,4,556,556,4,4,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
672,136,17860,165146,2742,146,4,556,5686,99,5,1,464,115668,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
673,940,25239222,6343357,627,146,4,556,556,4,5,2,0,7021,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
674,2717,163850,18096,137,146,99,5690,626,5,5,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
675,599,12632723,6343147,622,146,4,556,556,4,5,1,702,7021,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
676,484,12624847,18138,138,146,5,626,626,5,5,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
677,136,17860,18138,138,146,4,556,556,4,5,4,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
678,2815,19044679,164290,2727,146,99,5686,5686,99,5,1,507,115668,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
679,138,18138,17860,136,146,4,556,556,4,5,2,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0
680,2742,165146,17860,136,146,99,5686,556,4,5,3,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0
681,2814,19044455,18138,138,146,100,5740,556,4,5,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
682,138,18138,17560,125,146,4,556,556,4,5,3,513,6419440,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
683,138,18236,25348094,2989,146,4,560,5740,100,5,4,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
684,582,12623019,12641004,714,156,0,0,602,5,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
685,238,16502,12625679,491,156,0,0,602,5,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
686,1059,25247715,6352294,752,156,5,598,560,4,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
687,146,19056,6322241,317,156,5,598,602,5,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1
688,346,23903,18929768,672,156,0,0,602,5,5,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
689,2690,150255,19056207,3016,156,95,5118,5678,99,5,2,464,6429393,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0
690,144,18972,175224,2918,156,4,556,5678,99,5,3,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
691,3190,25359422,19160,146,156,100,5716,602,5,5,5,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1
692,366,12608249,34430,368,156,0,0,602,5,4,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
693,369,34424,12626243,497,156,5,602,602,5,4,2,0,6303303,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
694,473,12615548,6337553,539,156,0,0,598,5,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
695,2887,19038188,169081,2833,156,95,5118,5674,99,5,2,464,126090,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
696,140,18772,18678,137,156,5,598,556,4,5,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
697,2943,176486,12752701,2844,156,99,5674,5716,100,5,4,464,126090,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
698,313,6322164,18646,137,156,4,556,598,5,5,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
699,2844,12752701,176486,2943,156,100,5716,5674,99,5,2,502,126090,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0
700,2926,175546,19056061,3017,156,98,5632,5716,100,5,3,12609,126090,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0
701,187,6304485,26769,258,156,0,0,598,5,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,407,6319555,12633309,601,156,42,3049,2627014,76,4,2,262641,6303304,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
703,485,12625500,33160,349,156,75,2626972,3647,47,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
704,628,6343981,12633641,607,156,4,556,598,5,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
705,361,12607908,33534,356,156,71,2626416,3647,47,5,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
706,349,33160,12625500,485,156,47,3647,2626972,75,5,2,630330,6303304,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0
707,140,18804,18646,137,156,4,556,598,5,5,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
708,953,25240350,6344643,643,156,5,598,598,5,5,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
709,634,6344233,25240098,947,156,5,598,556,4,5,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
710,144,18778,176540,2944,156,5,598,5728,100,4,1,459,126090,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
711,947,25240098,6344233,634,156,4,556,598,5,4,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0
712,2919,175278,18972,144,156,100,5732,556,4,4,3,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
713,607,12633641,6343981,628,156,5,598,556,4,5,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
714,492,12625765,19056,146,156,5,598,598,5,5,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
715,144,18778,19056,146,156,5,598,598,5,5,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
716,3018,19056115,175600,2927,156,101,5770,5686,99,5,1,502,126090,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
717,146,19056,18778,144,156,5,598,598,5,5,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
718,2944,176540,18778,144,156,100,5728,598,5,5,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0
719,3016,19055837,19056,146,156,100,5716,598,5,5,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
720,146,19056,18394,131,156,5,598,556,4,5,3,12609,126090,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0
721,146,19160,25359476,3191,156,5,602,5716,100,5,4,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0
722,582,12623019,12641886,721,166,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
723,238,16502,12626561,498,166,0,0,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
724,1066,25248591,6353134,758,166,4,556,560,4,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
725,153,19932,6323123,324,166,4,556,560,4,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1
726,346,23903,18930650,679,166,0,0,560,4,4,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
727,3052,6463817,19074653,3319,166,163,2631374,8630,139,4,2,844,143592,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0
728,150,19806,6489626,3286,166,4,556,2631934,167,4,3,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
729,3494,25377904,20042,153,166,139,8626,560,4,4,5,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1
730,366,12608249,35312,375,166,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
731,376,35306,12627125,504,166,4,560,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
732,473,12615548,6338429,546,166,0,0,556,4,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
733,3076,19048382,180151,3029,166,93,5010,5566,97,5,2,448,136242,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
734,147,19648,19512,143,166,4,556,556,4,5,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
735,3139,187556,12763771,3040,166,97,5566,5566,97,5,4,448,136242,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
736,428,6330464,19522,144,166,47,3670,556,4,5,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
737,3039,12763717,187502,3138,166,96,5512,5512,96,5,2,480,136242,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0
738,3120,186520,19074543,3321,166,96,5512,8626,139,5,3,1750,143592,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0
739,187,6304485,27645,265,166,0,0,556,4,5,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,516,6327021,18937565,781,166,43,3114,2626974,75,5,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
741,491,12626334,34036,356,166,4,556,556,4,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
742,807,12648195,12634517,614,166,75,2626974,556,4,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
743,361,12607908,34410,363,166,0,0,556,4,5,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
744,356,34036,12626334,491,166,4,556,556,4,5,2,0,6303304,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0
745,146,19638,19522,144,166,4,556,556,4,5,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
746,960,25241226,12648899,823,166,4,556,2626974,75,5,2,275768,6303306,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0
747,814,12648489,25240932,953,166,75,2626974,556,4,5,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
748,151,19654,187556,3139,166,4,556,5512,96,5,1,448,136242,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
749,953,25240932,12648489,814,166,4,556,2626974,75,5,2,275768,6303306,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
750,3287,6489680,19806,150,166,167,2631934,556,4,5,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
751,614,12634517,12648195,807,166,4,556,2626974,75,5,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
752,499,12626641,19932,153,166,4,556,556,4,5,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
753,151,19654,19932,153,166,4,556,556,4,5,4,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
754,3322,19074597,186574,3121,166,139,8626,5512,96,5,1,480,136242,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
755,153,19932,19654,151,166,4,556,556,4,5,2,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0
756,3139,187556,19654,151,166,96,5512,556,4,5,3,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0
757,3321,19074373,19932,153,166,140,8680,556,4,5,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
758,153,19932,19228,137,166,4,556,556,4,5,3,1798,144078,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
759,153,20042,25378012,3496,166,4,560,8680,140,5,4,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
760,582,12623019,12642726,727,176,0,0,280,2,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
761,412,6319929,12634891,613,176,71,2626399,3328,44,5,2,337,7416,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
762,1181,25256915,12657401,938,176,44,3326,2626679,73,5,3,315147,6303353,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
763,159,20766,6323963,330,176,2,278,280,2,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
764,346,23903,18931490,685,176,0,0,280,2,5,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
765,3242,6474077,19085753,3515,176,94,5076,5356,96,5,2,540,154284,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0
766,156,20640,6500726,3482,176,2,278,5356,96,5,3,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
767,3690,25388998,20882,159,176,96,5354,280,2,5,5,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1
768,366,12608249,36152,381,176,0,0,280,2,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
769,382,36146,12627965,510,176,2,280,280,2,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
770,473,12615548,6339263,552,176,0,0,278,2,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
771,3265,19058588,191191,3224,176,93,5022,5300,95,5,2,540,146934,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
772,153,20482,20346,149,176,2,278,278,2,5,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
773,3334,198596,12774811,3235,176,95,5300,5300,95,5,4,540,146934,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
774,434,6331298,20356,150,176,2,278,278,2,5,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
775,3235,12774811,198596,3334,176,96,5354,5354,96,5,2,491,146448,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0
776,3316,197614,19085637,3517,176,96,5354,5354,96,5,3,491,153798,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0
777,296,6311975,6331906,445,176,42,3048,2626677,73,5,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,516,6327021,18938399,787,176,0,0,278,2,5,2,0,6303306,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
779,497,12627168,34870,362,176,2,278,278,2,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
780,987,18952456,12642841,729,176,73,2626677,3326,44,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
781,361,12607908,35244,369,176,0,0,278,2,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
782,362,34870,12627168,497,176,2,278,278,2,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
783,152,20472,20356,150,176,2,278,278,2,5,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
784,1075,25249550,18953160,1003,176,44,3326,2626677,73,5,2,275766,12606659,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
785,994,18952750,25249256,1068,176,73,2626677,3326,44,5,3,311,7416,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0
786,157,20488,198650,3335,176,2,278,5354,96,5,1,507,146934,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
787,1068,25249256,18952750,994,176,44,3326,2626677,73,5,2,630335,12606659,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0
788,3483,6500780,20640,156,176,96,5356,278,2,5,3,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0
789,729,12642841,18952456,987,176,45,3392,2757947,76,5,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
790,505,12627475,20766,159,176,2,278,278,2,5,2,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0
791,157,20488,20766,159,176,2,278,278,2,5,4,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0
792,3518,19085691,197668,3317,176,96,5354,5354,96,5,1,491,146448,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
793,159,20766,20488,157,176,2,278,278,2,5,2,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0
794,3335,198650,20488,157,176,96,5354,278,2,5,3,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0
795,3516,19085413,20766,159,176,95,5300,278,2,5,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
796,159,20766,20062,143,176,2,278,278,2,5,3,507,154284,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
797,159,20882,25389052,3691,176,2,280,5300,95,5,4,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
798,553,6324200,43795,595,131,116,531100,7184,115,5,1,661,26973,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
799,221,15355,12623368,467,131,0,0,763,5,5,2,0,12606730,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
800,939,12650289,16342,117,131,115,7180,763,5,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
801,117,16254,6353975,868,131,6,829,531863,121,5,4,79364,6337287,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
802,360,12607842,30903,329,131,0,0,833,6,5,1,0,14313,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
803,489,28359,6339768,661,131,110,6421,531863,121,5,2,79364,6322974,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0
804,117,16254,12650377,939,131,6,829,7184,115,5,3,661,12633703,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
805,869,6353957,16342,117,131,121,531859,763,5,5,5,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1
806,13,1102,16522,119,131,0,0,763,5,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
807,116,16272,16356,118,131,5,763,763,5,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
808,11,926,16274,117,131,0,0,759,5,5,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
809,13,1082,16364,118,131,0,0,759,5,5,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
810,117,16254,16100,114,131,5,759,759,5,5,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
811,116,16184,16254,117,131,5,759,759,5,5,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
812,114,16100,16184,116,131,5,759,759,5,5,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
813,117,16254,16184,116,131,5,759,759,5,5,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
814,115,16170,16184,116,131,5,759,759,5,5,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
815,11,926,16434,119,131,0,0,829,6,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,12,996,16274,117,131,0,0,759,5,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
817,114,16100,16254,117,131,5,759,759,5,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
818,114,16100,16184,116,131,5,759,759,5,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
819,11,926,16364,118,131,0,0,759,5,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
820,117,16254,16100,114,131,5,759,759,5,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
821,115,16170,16254,117,131,5,759,759,5,5,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
822,117,16254,16184,116,131,5,759,759,5,5,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
823,116,16184,16170,115,131,5,759,759,5,5,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
824,116,16184,16254,117,131,5,759,759,5,5,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
825,115,16170,16184,116,131,5,759,759,5,5,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
826,939,12650377,16254,117,131,115,7184,829,6,5,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
827,116,16184,16100,114,131,5,759,759,5,5,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
828,117,16254,16184,116,131,5,759,759,5,5,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
829,741,6334352,54829,790,141,93,5022,5582,97,5,1,453,36747,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
830,222,15425,12624250,474,141,1,70,560,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
831,1134,12661317,17182,123,141,97,5578,560,4,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
832,124,17130,6365079,1064,141,4,556,5652,98,5,4,453,6332748,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
833,360,12607842,31785,336,141,0,0,560,4,5,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
834,677,38511,6350802,856,141,93,5022,5582,97,5,2,453,6332748,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
835,124,17130,12661369,1133,141,4,556,5582,97,5,3,3674,36747,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
836,1064,6364985,17224,124,141,97,5578,560,4,5,5,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
837,14,1172,17404,126,141,1,70,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
838,123,17154,17308,126,141,4,560,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
839,11,926,17220,125,141,0,0,556,4,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
840,187,6304485,25080,240,141,23,526079,2282,26,5,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
841,124,17130,6320337,294,141,4,556,526635,27,5,3,52607,6303287,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
842,236,24788,17130,124,141,26,2282,556,4,5,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
843,235,24774,17088,123,141,26,2282,556,4,4,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
844,124,17130,24788,236,141,4,556,2282,26,4,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
845,121,17004,17130,124,141,4,556,556,4,4,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
846,12,996,17352,127,141,1,70,556,4,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,125,8724,6320511,297,141,22,1726,526635,27,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
848,295,6320407,17130,124,141,27,526635,556,4,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
849,121,17004,17172,125,141,4,556,556,4,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
850,11,926,17310,126,141,0,0,556,4,5,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
851,124,17130,6320407,295,141,4,556,526635,27,5,2,52607,6303287,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0
852,122,17046,17088,123,141,4,556,556,4,5,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
853,124,17130,17130,124,141,4,556,556,4,5,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
854,122,17018,17046,122,141,4,556,556,4,5,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
855,124,17130,17130,124,141,4,556,556,4,5,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
856,122,17046,17018,122,141,4,556,556,4,5,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0
857,1133,12661369,17130,124,141,97,5582,556,4,5,3,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
858,125,17172,17004,121,141,4,556,556,4,5,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
859,124,17130,17172,125,141,4,556,556,4,5,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
860,932,6344682,65971,987,151,93,5022,5302,95,5,1,496,47061,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
861,396,6318847,12632887,594,151,26,657368,2141,26,5,2,225,7681,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
862,1444,12680208,18064,130,151,119,7161,280,2,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
863,131,18006,12679601,1434,151,2,278,662670,121,5,4,118741,12646368,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
864,360,12607842,32667,343,151,0,0,280,2,5,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
865,867,48771,6362014,1054,151,93,5022,5372,96,5,2,496,6343062,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
866,131,18006,12672469,1329,151,2,278,5302,95,5,3,496,47061,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
