,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Active Flow Entries,Switch ID_of:0000000000000002,Switch ID_of:0000000000000003,Switch ID_of:0000000000000004,Switch ID_of:0000000000000005,Switch ID_of:0000000000000006,Switch ID_of:0000000000000007,Switch ID_of:0000000000000008,Switch ID_of:0000000000000009,Switch ID_of:000000000000000a,Switch ID_of:000000000000000b,Switch ID_of:000000000000000c,Port Number_Port#:2,Port Number_Port#:3,Port Number_Port#:4
32554,293,6319192,15957,121,126,4,556,350,3,5,5,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32555,59457,3212799,9444040,58159,126,5133,277198,277408,5134,5,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32556,120,15887,15915,120,126,2,280,280,2,5,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32557,12,1016,15851,120,126,0,0,278,2,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32558,398,6318943,12629734,570,126,0,0,278,2,5,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32559,292,6319154,30003,323,126,4,556,348,3,4,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32560,398,6326399,15905,121,126,4,556,278,2,5,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32561,292,6319206,15689,115,126,3,348,278,2,5,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32562,121,15905,6326399,398,126,2,278,278,2,5,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32563,215,22622,15905,121,126,3,348,348,3,5,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32564,226,15670,12623552,480,126,38,2783,2101596,61,5,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32565,718,25215309,46700,569,126,1,70,278,2,5,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32566,59581,9522292,3226018,59539,126,5135,277476,277406,5134,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32567,59950,9545826,22129642,59939,126,5193,2378724,280189,5172,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32568,59560,15804526,3227458,59536,126,5132,277128,277406,5134,5,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32569,59539,3226018,9522292,59581,126,5134,277406,277476,5135,5,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32570,117,15709,15611,114,126,4,556,348,3,5,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32571,60116,28433285,6335933,538,126,5174,280467,2101596,61,5,2,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32572,529,6335495,18933280,745,126,63,2101874,3061,40,5,3,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32573,119,15761,22968,224,126,2,278,278,2,5,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32574,745,18933280,6335495,529,126,40,3061,2101596,61,5,2,0,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32575,218,22892,15831,120,126,2,280,278,2,4,3,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32576,59939,22129642,9545826,59950,126,5172,280189,2378724,5193,5,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32577,296,6319404,15905,121,126,2,278,348,3,5,2,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32578,59543,3226214,15835,120,126,5134,277406,278,2,5,3,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32579,121,15905,22622,215,126,3,348,348,3,5,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32580,120,15835,3226214,59543,126,2,278,277406,5134,5,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32581,224,22968,15761,119,126,2,278,278,2,5,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32582,119,15761,3226140,59542,126,2,278,277476,5135,4,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32583,59486,9515566,15341,109,126,5135,277476,278,2,4,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32584,121,15957,6319192,293,126,3,350,278,2,5,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32585,511,6326681,18934783,758,136,0,0,280,2,5,1,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32586,361,12607887,31516,339,136,62,2232588,2537,32,5,2,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32587,963,18948793,12647231,815,136,32,2535,2232868,64,5,3,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32588,63403,9727703,9813414,64959,136,5238,283022,283024,5238,5,4,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32589,13,1086,17062,129,136,0,0,280,2,5,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32590,123,8639,6320451,302,136,1,70,350,3,5,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32591,128,16910,24005,226,136,2,278,280,2,5,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32592,301,6320271,17042,129,136,2,278,280,2,5,5,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32593,64693,3495543,9727869,63403,136,5236,282744,283024,5238,4,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32594,129,17042,17000,128,136,2,280,280,2,4,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32595,114,8025,6320360,302,136,30,2257,2232936,65,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32596,399,6319013,12630813,578,136,0,0,278,2,5,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32597,301,6320303,31040,330,136,3,348,278,2,5,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32598,579,12630838,16984,129,136,64,2232866,278,2,5,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32599,299,6320243,16768,123,136,2,278,278,2,5,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32600,129,16984,12630838,579,136,2,278,2101596,61,5,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32601,395,6327019,16984,129,136,61,2101596,278,2,5,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32602,226,15670,12624701,489,136,0,0,278,2,5,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32603,718,25215309,47779,577,136,0,0,278,2,5,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32604,64824,9806073,3509911,64784,136,5238,283022,283022,5238,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32605,65194,9829677,22413535,65184,136,5239,283092,283092,5239,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32606,64797,16087340,3511351,64781,136,5236,282744,283022,5238,5,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32607,64784,3509911,9806073,64824,136,5238,283022,283022,5238,5,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32608,125,16816,16690,122,136,3,348,278,2,5,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32609,65461,28724047,6337012,546,136,5268,285279,278,2,5,2,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32610,538,6336644,18941326,854,136,2,278,2535,32,5,3,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32611,128,16910,6327407,405,136,3,348,2101596,61,5,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32612,854,18941326,6336644,538,136,31,2469,278,2,5,2,0,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32613,226,24005,16910,128,136,2,280,278,2,5,3,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32614,65184,22413535,9829677,65194,136,5239,283092,283092,5239,5,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32615,405,6327422,16984,129,136,31,2469,278,2,5,2,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32616,64787,3510037,16984,129,136,5238,283022,278,2,5,3,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32617,129,16984,6327019,395,136,2,278,2101596,61,5,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32618,129,16984,3510037,64787,136,2,278,283022,5238,5,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32619,405,6327407,16910,128,136,61,2101596,348,3,5,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32620,128,16910,3509963,64786,136,2,278,283022,5238,5,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32621,64730,9799389,16378,116,136,5238,283022,278,2,5,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32622,129,17042,6320271,301,136,2,280,278,2,5,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32623,343,23700,18939307,740,261,0,0,763,5,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32624,749,18926003,12658800,900,261,52,3709,4596009,120,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32625,1305,31560931,6368898,918,261,120,4596005,4472,57,5,3,675,6757,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32626,504,6339751,12643316,675,261,4,556,560,4,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32627,214036,36737653,24174023,214116,261,5057,273094,273584,5060,4,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32628,580,12622898,12652245,807,261,0,0,763,5,4,2,0,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32629,387,6332030,49393984,214900,261,5,759,273584,5060,4,3,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32630,214706,36797123,28767,217,261,5061,273783,833,6,4,5,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32631,521,6327349,18947325,857,261,0,0,763,5,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32632,390,6332128,36785,332,261,5,763,763,5,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32633,1058,37821589,72747,858,261,116,4595449,4265,56,4,1,0,7548,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32634,213805,24138802,29951613,204618,261,5057,273094,273783,5061,4,2,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32635,317,35610,12643003,671,261,4,556,556,4,4,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32636,214602,30498552,24158145,213889,261,5112,277289,273783,5061,4,4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32637,1031,12667721,28261,209,261,4,556,556,4,4,1,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32638,213889,24158145,30498552,214602,261,5061,273783,277289,5112,4,2,0,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32639,214296,24186544,30486075,214421,261,5112,277289,273783,5061,4,3,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32640,312,6312992,6339528,498,261,1,70,759,5,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32641,884,18935252,18962438,1079,261,0,0,556,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32642,720,6354835,12635633,563,261,5,759,556,4,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32643,1115,25256825,6340029,506,261,4,556,556,4,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32644,344,23746,18939166,743,261,0,0,759,5,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32645,563,12635633,6354835,720,261,4,556,759,5,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32646,208,28219,28427,209,261,5,759,556,4,5,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32647,1201,31553674,25257511,1132,261,122,4596278,759,5,5,2,0,6303287,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32648,1124,25257203,25242072,904,261,5,759,4596005,120,5,3,498925,6303287,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32649,389,6331888,24187578,214316,261,5,759,277492,5113,4,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32650,904,25242072,25257203,1124,261,120,4596005,759,5,4,2,0,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32651,214900,49393984,6332030,387,261,5060,273584,759,5,4,3,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32652,506,6340029,25256825,1115,261,4,556,556,4,5,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32653,911,25242172,28875,219,261,120,4596005,829,6,5,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32654,217,28597,28805,218,261,4,556,556,4,5,3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32655,214421,30486075,24186544,214296,261,5061,273783,277289,5112,5,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32656,218,28805,28597,217,261,4,556,556,4,5,2,0,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32657,214316,24187578,6331888,389,261,5113,277492,759,5,5,3,144496,6303287,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32658,214249,24182784,28527,216,261,5061,273650,556,4,4,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32659,507,6340099,27841,199,261,4,556,759,5,4,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32660,217,28767,36797123,214706,261,6,833,273783,5061,4,4,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32661,512,6326751,18935945,767,146,0,0,560,4,4,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32662,361,12607887,32678,348,146,0,0,560,4,4,2,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32663,972,18949947,12648351,823,146,4,556,560,4,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32664,68439,10000331,10085980,69994,146,5030,271960,271964,5030,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32665,13,1086,18224,138,146,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32666,123,8639,6321613,311,146,0,0,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32667,137,18064,25125,234,146,4,556,560,4,5,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32668,310,6321425,18204,138,146,4,556,560,4,5,5,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32669,69719,3766947,10000435,68438,146,5026,271404,271964,5030,5,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32670,138,18204,18162,137,146,4,560,560,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32671,228,15821,12625139,488,146,40,2916,2233145,66,5,1,288893,12606837,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32672,399,6319013,12632037,588,146,0,0,626,5,5,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32673,487,12625082,39948,452,146,66,2233145,3472,44,5,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32674,589,12632062,18138,138,146,5,626,556,4,5,4,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32675,308,6321397,17950,132,146,4,556,626,5,5,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32676,138,18138,12632062,589,146,4,556,626,5,5,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32677,403,6328131,18138,138,146,4,556,556,4,5,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32678,226,15670,12625855,498,146,0,0,556,4,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32679,718,25215309,49003,587,146,0,0,556,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32680,69859,10078631,3782427,69818,146,5030,271960,271960,5030,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32681,70228,10102193,22686093,70219,146,5030,271960,271960,5030,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32682,70001,22662411,3791663,69929,146,5085,2372723,274810,5069,5,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32683,69818,3782427,10078631,69859,146,5030,271960,271960,5030,5,2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32684,134,17970,17802,130,146,4,556,556,4,5,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32685,70496,28996605,6338166,555,146,5030,271960,556,4,5,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32686,546,6337756,18942480,863,146,4,556,556,4,5,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32687,137,18064,6328561,414,146,4,556,556,4,5,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32688,863,18942480,6337756,546,146,4,556,556,4,5,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32689,234,25125,18064,137,146,4,560,556,4,5,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32690,70219,22686093,10102193,70228,146,5030,271960,271960,5030,5,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32691,414,6328576,18138,138,146,4,556,556,4,5,2,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32692,69822,3782595,18138,138,146,5030,271960,556,4,5,3,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32693,138,18138,6328131,403,146,4,556,556,4,5,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32694,138,18138,3782595,69822,146,4,556,271960,5030,5,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32695,414,6328561,18064,137,146,4,556,556,4,5,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32696,137,18064,3782521,69821,146,4,556,271960,5030,4,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32697,69765,10071947,17560,125,146,5030,271960,626,5,4,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32698,138,18204,6321425,310,146,4,560,556,4,4,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32699,512,6326751,18936785,773,156,0,0,560,4,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32700,361,12607887,33588,355,156,0,0,630,5,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32701,978,18950781,12649191,829,156,4,556,560,4,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32702,73890,16589190,10379239,75385,156,5336,2517725,287661,5308,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32703,13,1086,19064,144,156,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32704,123,8639,6322453,317,156,0,0,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32705,143,18898,25965,240,156,4,556,560,4,5,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32706,316,6322259,19044,144,156,4,556,560,4,5,5,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32707,75104,4059366,16589300,73889,156,5304,287101,2517729,5336,5,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32708,144,19044,19002,143,156,4,560,560,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32709,228,15821,12625973,494,156,0,0,556,4,4,1,630355,6303551,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32710,399,6319013,12632871,594,156,0,0,556,4,4,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32711,493,12625916,40782,458,156,4,556,556,4,4,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32712,595,12632896,18972,144,156,4,556,556,4,4,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32713,314,6322231,18784,138,156,4,556,556,4,5,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32714,144,18972,12632896,595,156,4,556,556,4,5,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32715,409,6328965,18972,144,156,4,556,556,4,5,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32716,227,15740,12626689,504,156,0,0,556,4,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32717,718,25215309,49837,593,156,0,0,556,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32718,75310,16667490,4075680,75209,156,5333,2386455,287525,5306,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32719,75619,10395446,29274952,75670,156,5306,287525,2386455,5333,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32720,75446,29250436,4084916,75320,156,5332,2517169,287657,5308,5,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32721,75209,4075680,16667490,75310,156,5308,287657,2517725,5336,5,2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32722,140,18804,18636,136,156,4,556,556,4,5,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32723,75947,35585464,6339000,561,156,5336,2517725,556,4,5,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32724,552,6338590,18943314,869,156,4,556,556,4,5,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32725,143,18898,6329395,420,156,4,556,556,4,5,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32726,869,18943314,6338590,552,156,4,556,556,4,5,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32727,240,25965,18898,143,156,4,560,556,4,5,3,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32728,75670,29274952,10395446,75619,156,5336,2517725,287657,5308,5,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32729,420,6329410,18972,144,156,4,556,556,4,5,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32730,75213,4075848,18972,144,156,5308,287657,556,4,5,3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32731,144,18972,6328965,409,156,4,556,556,4,5,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32732,144,18972,4075848,75213,156,4,556,287657,5308,5,2,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32733,420,6329395,18898,143,156,4,556,556,4,5,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32734,143,18898,4075774,75212,156,4,556,287657,5308,5,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32735,75216,16660806,18394,131,156,5336,2517725,556,4,5,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32736,144,19044,6322259,316,156,4,560,556,4,5,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32737,512,6326751,18937667,780,166,0,0,560,4,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32738,361,12607887,34470,362,166,0,0,560,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32739,985,18951657,12650031,835,166,4,556,560,4,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32740,78954,16863144,10653199,80449,166,5061,273634,273638,5061,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32741,187,6304507,27172,256,166,62,2232607,3278,41,5,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32742,123,8639,6323335,324,166,0,0,560,4,5,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32743,149,19732,6330226,420,166,4,556,2233167,66,5,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32744,429,6330403,19926,151,166,41,3274,560,4,5,5,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32745,80161,4332444,16863260,78953,166,5057,273078,273638,5061,5,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32746,151,19926,19884,150,166,4,560,560,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32747,334,23089,18930228,674,166,37,2718,2233163,66,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32748,399,6319013,12633747,601,166,0,0,556,4,5,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32749,500,12626792,41616,464,166,4,556,556,4,5,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32750,775,18937151,27116,257,166,66,2233163,3274,41,5,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32751,320,6323065,19660,145,166,4,556,556,4,5,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32752,257,27116,18937151,775,166,41,3274,2233163,66,5,2,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32753,588,12633178,27116,257,166,66,2233163,3274,41,5,3,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32754,227,15740,12627565,511,166,0,0,556,4,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32755,718,25215309,50713,600,166,0,0,556,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32756,80373,16941402,4349634,80273,166,5061,273634,273634,5061,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32757,80682,10669358,29548906,80734,166,5061,273634,273634,5061,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32758,80503,29523514,4358870,80384,166,5057,273078,273634,5061,5,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32759,80273,4349634,16941402,80373,166,5061,273634,273634,5061,5,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32760,146,19638,19512,143,166,4,556,556,4,5,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32761,81011,35859418,6339876,568,166,5061,273634,556,4,5,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32762,559,6339466,18944148,875,166,4,556,556,4,5,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32763,150,19774,12633650,600,166,4,556,2233163,66,5,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32764,875,18944148,6339466,559,166,4,556,556,4,5,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32765,420,6330226,19732,149,166,66,2233167,556,4,5,3,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
